id,name,created_at,created_by
1380,iskra,2026-01-04 14:59:43.858096+00,Admin
1381,Ismet,2026-01-04 14:59:43.858096+00,Admin
1382,ISO,2026-01-04 14:59:43.858096+00,Admin
1383,Isoloc,2026-01-04 14:59:43.858096+00,Admin
1384,ISSPRO,2026-01-04 14:59:43.858096+00,Admin
1385,IST,2026-01-04 14:59:43.858096+00,Admin
1386,ISWEEK,2026-01-04 14:59:43.858096+00,Admin
1387,ITALCOPPIE,2026-01-04 14:59:43.858096+00,Admin
1388,Italgroup,2026-01-04 14:59:43.858096+00,Admin
1389,italsensor,2026-01-04 14:59:43.858096+00,Admin
1390,Italvalvole,2026-01-04 14:59:43.858096+00,Admin
1391,Italvibras,2026-01-04 14:59:43.858096+00,Admin
1392,ITALWEBER,2026-01-04 14:59:43.858096+00,Admin
1393,ITAP,2026-01-04 14:59:43.858096+00,Admin
1394,ITS,2026-01-04 14:59:43.858096+00,Admin
1395,ITT Cannon,2026-01-04 14:59:43.858096+00,Admin
1396,ITW Dynatec,2026-01-04 14:59:43.858096+00,Admin
1397,IWN,2026-01-04 14:59:43.858096+00,Admin
1398,IXTHUS,2026-01-04 14:59:43.858096+00,Admin
1399,IXYS,2026-01-04 14:59:43.858096+00,Admin
1400,J. Schneider,2026-01-04 14:59:43.858096+00,Admin
1401,J. Thielmann,2026-01-04 14:59:43.858096+00,Admin
1402,j.Thielmann,2026-01-04 14:59:43.858096+00,Admin
1403,Jabsco,2026-01-04 14:59:43.858096+00,Admin
1404,JACOB,2026-01-04 14:59:43.858096+00,Admin
1405,Jaeger,2026-01-04 14:59:43.858096+00,Admin
1406,Jahns,2026-01-04 14:59:43.858096+00,Admin
1407,JAKOB,2026-01-04 14:59:43.858096+00,Admin
1408,JAKSA,2026-01-04 14:59:43.858096+00,Admin
1409,James Walker,2026-01-04 14:59:43.858096+00,Admin
1410,JANITZA,2026-01-04 14:59:43.858096+00,Admin
1411,Janser,2026-01-04 14:59:43.858096+00,Admin
1412,JAQUET,2026-01-04 14:59:43.858096+00,Admin
1413,JAUDT,2026-01-04 14:59:43.858096+00,Admin
1414,JBL Systems,2026-01-04 14:59:43.858096+00,Admin
1415,JBM,2026-01-04 14:59:43.858096+00,Admin
1416,JBW,2026-01-04 14:59:43.858096+00,Admin
1417,Jean mueller,2026-01-04 14:59:43.858096+00,Admin
1418,Jeitong,2026-01-04 14:59:43.858096+00,Admin
1419,Jenaer,2026-01-04 14:59:43.858096+00,Admin
1420,JENBACHER,2026-01-04 14:59:43.858096+00,Admin
1421,JESCO,2026-01-04 14:59:43.858096+00,Admin
1422,Jessberger,2026-01-04 14:59:43.858096+00,Admin
1423,JetBlack,2026-01-04 14:59:43.858096+00,Admin
1424,Jie Motor,2026-01-04 14:59:43.858096+00,Admin
1425,jihostroj,2026-01-04 14:59:43.858096+00,Admin
1426,Johann Schild,2026-01-04 14:59:43.858096+00,Admin
1427,Johannes HГјbner Giessen,2026-01-04 14:59:43.858096+00,Admin
1428,Johnson Controls,2026-01-04 14:59:43.858096+00,Admin
1429,JOINTS FOURNEL & GARNIER,2026-01-04 14:59:43.858096+00,Admin
1430,jola,2026-01-04 14:59:43.858096+00,Admin
1431,JORC,2026-01-04 14:59:43.858096+00,Admin
1432,JOSEF EMMERICH,2026-01-04 14:59:43.858096+00,Admin
1433,JOST,2026-01-04 14:59:43.858096+00,Admin
1434,JOULIN,2026-01-04 14:59:43.858096+00,Admin
1435,joventa,2026-01-04 14:59:43.858096+00,Admin
1436,JOYNER,2026-01-04 14:59:43.858096+00,Admin
1437,JS Aupperle,2026-01-04 14:59:43.858096+00,Admin
1438,JUD,2026-01-04 14:59:43.858096+00,Admin
1439,JULABO,2026-01-04 14:59:43.858096+00,Admin
1440,JUMO,2026-01-04 14:59:43.858096+00,Admin
1441,Jung,2026-01-04 14:59:43.858096+00,Admin
1442,Just,2026-01-04 14:59:43.858096+00,Admin
1443,JVM,2026-01-04 14:59:43.858096+00,Admin
1444,JWFROEHLICH,2026-01-04 14:59:43.858096+00,Admin
1445,JWL,2026-01-04 14:59:43.858096+00,Admin
1446,K&N,2026-01-04 14:59:43.858096+00,Admin
1447,K+D,2026-01-04 14:59:43.858096+00,Admin
1448,KabelScheune,2026-01-04 14:59:43.858096+00,Admin
1449,KabelSchlepp,2026-01-04 14:59:43.858096+00,Admin
1450,kabeltronik,2026-01-04 14:59:43.858096+00,Admin
1451,KACO,2026-01-04 14:59:43.858096+00,Admin
1452,Kaefer,2026-01-04 14:59:43.858096+00,Admin
1453,KAESER,2026-01-04 14:59:43.858096+00,Admin
1454,KAINDL,2026-01-04 14:59:43.858096+00,Admin
1455,kaiser,2026-01-04 14:59:43.858096+00,Admin
1456,KAISER+KRAFT,2026-01-04 14:59:43.858096+00,Admin
1457,KALEJA,2026-01-04 14:59:43.858096+00,Admin
1458,Kalinsky,2026-01-04 14:59:43.858096+00,Admin
1459,Kalthoff,2026-01-04 14:59:43.858096+00,Admin
1460,Kamlock,2026-01-04 14:59:43.858096+00,Admin
1461,KANT,2026-01-04 14:59:43.858096+00,Admin
1462,KARCHER,2026-01-04 14:59:43.858096+00,Admin
1463,KARL DEUTSCH,2026-01-04 14:59:43.858096+00,Admin
1464,Karl Klein,2026-01-04 14:59:43.858096+00,Admin
1465,Karnasch,2026-01-04 14:59:43.858096+00,Admin
1466,Kastas,2026-01-04 14:59:43.858096+00,Admin
1467,KATKO,2026-01-04 14:59:43.858096+00,Admin
1468,Kawasaki,2026-01-04 14:59:43.858096+00,Admin
1469,kaymich,2026-01-04 14:59:43.858096+00,Admin
1470,KBK,2026-01-04 14:59:43.858096+00,Admin
1471,KCC,2026-01-04 14:59:43.858096+00,Admin
1472,KD Elektroniksysteme,2026-01-04 14:59:43.858096+00,Admin
1473,KDM,2026-01-04 14:59:43.858096+00,Admin
1474,KEB,2026-01-04 14:59:43.858096+00,Admin
1475,KEBA,2026-01-04 14:59:43.858096+00,Admin
1476,Keiper,2026-01-04 14:59:43.858096+00,Admin
1477,Kelch,2026-01-04 14:59:43.858096+00,Admin
1478,Keller,2026-01-04 14:59:43.858096+00,Admin
1479,KEMET,2026-01-04 14:59:43.858096+00,Admin
1480,Kemmerich,2026-01-04 14:59:43.858096+00,Admin
1481,Kemmler,2026-01-04 14:59:43.858096+00,Admin
1482,KEMO,2026-01-04 14:59:43.858096+00,Admin
1483,Kempf,2026-01-04 14:59:43.858096+00,Admin
1484,Kendrion,2026-01-04 14:59:43.858096+00,Admin
1485,Kennametal,2026-01-04 14:59:43.858096+00,Admin
1486,KEOFITT,2026-01-04 14:59:43.858096+00,Admin
1487,KEPKA,2026-01-04 14:59:43.858096+00,Admin
1488,Kerb-Konus,2026-01-04 14:59:43.858096+00,Admin
1489,KERN,2026-01-04 14:59:43.858096+00,Admin
1490,KESSLER,2026-01-04 14:59:43.858096+00,Admin
1491,KEYENCE,2026-01-04 14:59:43.858096+00,Admin
1492,Keysight,2026-01-04 14:59:43.858096+00,Admin
1493,KeySonic,2026-01-04 14:59:43.858096+00,Admin
1494,kfm,2026-01-04 14:59:43.858096+00,Admin
1495,KIBLER,2026-01-04 14:59:43.858096+00,Admin
1496,Kienzle,2026-01-04 14:59:43.858096+00,Admin
1497,Kiepe,2026-01-04 14:59:43.858096+00,Admin
1498,KIESELMANN,2026-01-04 14:59:43.858096+00,Admin
1499,kimo,2026-01-04 14:59:43.858096+00,Admin
1500,KING TONY,2026-01-04 14:59:43.858096+00,Admin
1501,KINGYOSION,2026-01-04 14:59:43.858096+00,Admin
1502,KINTEK,2026-01-04 14:59:43.858096+00,Admin
1503,Kipp,2026-01-04 14:59:43.858096+00,Admin
1504,Kirchner und Tochter,2026-01-04 14:59:43.858096+00,Admin
1505,KIST + ESCHERICH,2026-01-04 14:59:43.858096+00,Admin
1506,kistler,2026-01-04 14:59:43.858096+00,Admin
1507,Klaschka,2026-01-04 14:59:43.858096+00,Admin
1508,KLEE,2026-01-04 14:59:43.858096+00,Admin
1509,Kleinknecht,2026-01-04 14:59:43.858096+00,Admin
1510,Kleinsorge,2026-01-04 14:59:43.858096+00,Admin
1511,Kleinwaechter,2026-01-04 14:59:43.858096+00,Admin
1512,KLH,2026-01-04 14:59:43.858096+00,Admin
1513,Klingspor,2026-01-04 14:59:43.858096+00,Admin
1514,KLN,2026-01-04 14:59:43.858096+00,Admin
1515,KLS,2026-01-04 14:59:43.858096+00,Admin
1516,Klueber,2026-01-04 14:59:43.858096+00,Admin
1517,KMF,2026-01-04 14:59:43.858096+00,Admin
1518,KMH,2026-01-04 14:59:43.858096+00,Admin
1519,kmk,2026-01-04 14:59:43.858096+00,Admin
1520,KNARR,2026-01-04 14:59:43.858096+00,Admin
1521,KNE,2026-01-04 14:59:43.858096+00,Admin
1522,KNF,2026-01-04 14:59:43.858096+00,Admin
1523,Kniel,2026-01-04 14:59:43.858096+00,Admin
1524,knight,2026-01-04 14:59:43.858096+00,Admin
1525,KNIPEX,2026-01-04 14:59:43.858096+00,Admin
1526,Knoll,2026-01-04 14:59:43.858096+00,Admin
1527,KnorrTec,2026-01-04 14:59:43.858096+00,Admin
1528,KNOTH,2026-01-04 14:59:43.858096+00,Admin
1529,KNOTT,2026-01-04 14:59:43.858096+00,Admin
1530,KNUTH,2026-01-04 14:59:43.858096+00,Admin
1531,KOBOLD,2026-01-04 14:59:43.858096+00,Admin
1532,KOCH,2026-01-04 14:59:43.858096+00,Admin
1533,KOCH + SCHR?DER,2026-01-04 14:59:43.858096+00,Admin
1534,KOCH-TECHNIK,2026-01-04 14:59:43.858096+00,Admin
1535,KOENEN,2026-01-04 14:59:43.858096+00,Admin
1536,KOLK,2026-01-04 14:59:43.858096+00,Admin
1537,kollmorgen,2026-01-04 14:59:43.858096+00,Admin
1538,KOLMEKS,2026-01-04 14:59:43.858096+00,Admin
1539,KOLVER,2026-01-04 14:59:43.858096+00,Admin
1540,Komatsu,2026-01-04 14:59:43.858096+00,Admin
1541,KOMEG,2026-01-04 14:59:43.858096+00,Admin
1542,koncar,2026-01-04 14:59:43.858096+00,Admin
1543,Kongsberg,2026-01-04 14:59:43.858096+00,Admin
1544,Konishi,2026-01-04 14:59:43.858096+00,Admin
1545,Kontec,2026-01-04 14:59:43.858096+00,Admin
1546,KOPF,2026-01-04 14:59:43.858096+00,Admin
1547,KOPF GmbH,2026-01-04 14:59:43.858096+00,Admin
1548,KORDT,2026-01-04 14:59:43.858096+00,Admin
1549,KOSTYRKA,2026-01-04 14:59:43.858096+00,Admin
1550,kpm,2026-01-04 14:59:43.858096+00,Admin
1551,KRACHT,2026-01-04 14:59:43.858096+00,Admin
1552,Kraft & Bauer,2026-01-04 14:59:43.858096+00,Admin
1553,KRAH,2026-01-04 14:59:43.858096+00,Admin
1554,Kral,2026-01-04 14:59:43.858096+00,Admin
1555,Kramp,2026-01-04 14:59:43.858096+00,Admin
1556,Kraus,2026-01-04 14:59:43.858096+00,Admin
1557,Kraus & Naimer,2026-01-04 14:59:43.858096+00,Admin
1558,KraussMaffei,2026-01-04 14:59:43.858096+00,Admin
1559,KRISCH DIENST,2026-01-04 14:59:43.858096+00,Admin
1560,KRIZ,2026-01-04 14:59:43.858096+00,Admin
1561,Kroeplin,2026-01-04 14:59:43.858096+00,Admin
1562,KROHNE Messtechnik GmbH,2026-01-04 14:59:43.858096+00,Admin
1563,KROKS,2026-01-04 14:59:43.858096+00,Admin
1564,Kromschroder,2026-01-04 14:59:43.858096+00,Admin
1565,KROMSCHROEDER,2026-01-04 14:59:43.858096+00,Admin
1566,Kronenberg,2026-01-04 14:59:43.858096+00,Admin
1567,KRONES,2026-01-04 14:59:43.858096+00,Admin
1568,KS Tools,2026-01-04 14:59:43.858096+00,Admin
1569,KSB,2026-01-04 14:59:43.858096+00,Admin
1570,KSR,2026-01-04 14:59:43.858096+00,Admin
1571,KSR Kuebler,2026-01-04 14:59:43.858096+00,Admin
1572,KTR,2026-01-04 14:59:43.858096+00,Admin
1573,KTS,2026-01-04 14:59:43.858096+00,Admin
1574,KUBO,2026-01-04 14:59:43.858096+00,Admin
1575,KUEBLER,2026-01-04 14:59:43.858096+00,Admin
1576,Kueenle,2026-01-04 14:59:43.858096+00,Admin
1577,KUEHME,2026-01-04 14:59:43.858096+00,Admin
1578,KUHNKE,2026-01-04 14:59:43.858096+00,Admin
1579,kuhse,2026-01-04 14:59:43.858096+00,Admin
1580,KUKA,2026-01-04 14:59:43.858096+00,Admin
1581,KUKKO,2026-01-04 14:59:43.858096+00,Admin
1582,KULLEN,2026-01-04 14:59:43.858096+00,Admin
1583,KUMERA,2026-01-04 14:59:43.858096+00,Admin
1584,KUPEK,2026-01-04 14:59:43.858096+00,Admin
1585,KURIS,2026-01-04 14:59:43.858096+00,Admin
1586,Kyocera,2026-01-04 14:59:43.858096+00,Admin
1587,Kyodo Yushi,2026-01-04 14:59:43.858096+00,Admin
1588,Kytola,2026-01-04 14:59:43.858096+00,Admin
1589,Labom,2026-01-04 14:59:43.858096+00,Admin
1590,lach diamant,2026-01-04 14:59:43.858096+00,Admin
1591,Laetus,2026-01-04 14:59:43.858096+00,Admin
1592,lafonte,2026-01-04 14:59:43.858096+00,Admin
1593,LAG,2026-01-04 14:59:43.858096+00,Admin
1594,Lahti Precision,2026-01-04 14:59:43.858096+00,Admin
1595,LAIPPLE KEB,2026-01-04 14:59:43.858096+00,Admin
1596,Lambrecht,2026-01-04 14:59:43.858096+00,Admin
1597,lamina,2026-01-04 14:59:43.858096+00,Admin
1598,Lammers,2026-01-04 14:59:43.858096+00,Admin
1599,LAMTEC,2026-01-04 14:59:43.858096+00,Admin
1600,LANBAO,2026-01-04 14:59:43.858096+00,Admin
1601,Landefeld,2026-01-04 14:59:43.858096+00,Admin
1602,Lang Praezision,2026-01-04 14:59:43.858096+00,Admin
1603,Langer,2026-01-04 14:59:43.858096+00,Admin
1604,Langlade & Picard,2026-01-04 14:59:43.858096+00,Admin
1605,LANNY,2026-01-04 14:59:43.858096+00,Admin
1606,lantier,2026-01-04 14:59:43.858096+00,Admin
1607,Lantronix,2026-01-04 14:59:43.858096+00,Admin
1608,Lapp,2026-01-04 14:59:43.858096+00,Admin
1609,LAPPORT,2026-01-04 14:59:43.858096+00,Admin
1610,LASCHEWSKI,2026-01-04 14:59:43.858096+00,Admin
1611,Laser Electronics,2026-01-04 14:59:43.858096+00,Admin
1612,Lauda,2026-01-04 14:59:43.858096+00,Admin
1613,LAVAIR,2026-01-04 14:59:43.858096+00,Admin
1614,Laweco,2026-01-04 14:59:43.858096+00,Admin
1615,Layher,2026-01-04 14:59:43.858096+00,Admin
1616,LBF,2026-01-04 14:59:43.858096+00,Admin
1617,LEANTECHNIK,2026-01-04 14:59:43.858096+00,Admin
1618,LEBER,2026-01-04 14:59:43.858096+00,Admin
1619,Lechler,2026-01-04 14:59:43.858096+00,Admin
1620,Lederer,2026-01-04 14:59:43.858096+00,Admin
1621,LEDs24,2026-01-04 14:59:43.858096+00,Admin
1622,LEDUC,2026-01-04 14:59:43.858096+00,Admin
1623,Lee Spring,2026-01-04 14:59:43.858096+00,Admin
1624,legrand,2026-01-04 14:59:43.858096+00,Admin
1625,Legris,2026-01-04 14:59:43.858096+00,Admin
1626,leine&linde,2026-01-04 14:59:43.858096+00,Admin
1627,LEISTRITZ,2026-01-04 14:59:43.858096+00,Admin
1628,LEM,2026-01-04 14:59:43.858096+00,Admin
1629,LEMO,2026-01-04 14:59:43.858096+00,Admin
1630,lempco,2026-01-04 14:59:43.858096+00,Admin
1631,Lenoir Elec,2026-01-04 14:59:43.858096+00,Admin
1632,Lenord+Bauer,2026-01-04 14:59:43.858096+00,Admin
1633,Lenze,2026-01-04 14:59:43.858096+00,Admin
1634,LEONI,2026-01-04 14:59:43.858096+00,Admin
1635,Leroy Somer,2026-01-04 14:59:43.858096+00,Admin
1636,LESER,2026-01-04 14:59:43.858096+00,Admin
1637,lesjofors,2026-01-04 14:59:43.858096+00,Admin
1638,Lessmann,2026-01-04 14:59:43.858096+00,Admin
1639,Leuze,2026-01-04 14:59:43.858096+00,Admin
1640,Leuze Electronic,2026-01-04 14:59:43.858096+00,Admin
1641,Leybold,2026-01-04 14:59:43.858096+00,Admin
1642,LI-BE,2026-01-04 14:59:43.858096+00,Admin
1643,LIAV,2026-01-04 14:59:43.858096+00,Admin
1644,LIEDTKE,2026-01-04 14:59:43.858096+00,Admin
1645,LIFTEC,2026-01-04 14:59:43.858096+00,Admin
1646,LIGAO,2026-01-04 14:59:43.858096+00,Admin
1647,LiKA,2026-01-04 14:59:43.858096+00,Admin
1648,LINATOR,2026-01-04 14:59:43.858096+00,Admin
1649,Linbai Electrical,2026-01-04 14:59:43.858096+00,Admin
1650,LINDAB,2026-01-04 14:59:43.858096+00,Admin
1651,Linde,2026-01-04 14:59:43.858096+00,Admin
1652,Lindner,2026-01-04 14:59:43.858096+00,Admin
1653,lindy,2026-01-04 14:59:43.858096+00,Admin
1654,LINMOT,2026-01-04 14:59:43.858096+00,Admin
1655,LINOS,2026-01-04 14:59:43.858096+00,Admin
1656,Liqui,2026-01-04 14:59:43.858096+00,Admin
1657,Liquipoint,2026-01-04 14:59:43.858096+00,Admin
1658,LIST-MAGNETIK,2026-01-04 14:59:43.858096+00,Admin
1659,LISTA,2026-01-04 14:59:43.858096+00,Admin
1660,LiTMOLD,2026-01-04 14:59:43.858096+00,Admin
1661,Littelfuse,2026-01-04 14:59:43.858096+00,Admin
1662,LKM electronic,2026-01-04 14:59:43.858096+00,Admin
1663,Lm-therm,2026-01-04 14:59:43.858096+00,Admin
1664,Lochbihler,2026-01-04 14:59:43.858096+00,Admin
1665,Lochner,2026-01-04 14:59:43.858096+00,Admin
1666,LOENNE,2026-01-04 14:59:43.858096+00,Admin
1667,LoeSi,2026-01-04 14:59:43.858096+00,Admin
1668,LORENZ,2026-01-04 14:59:43.858096+00,Admin
1669,LORENZ PAN,2026-01-04 14:59:43.858096+00,Admin
1670,Lovato,2026-01-04 14:59:43.858096+00,Admin
1671,LOVEJOY,2026-01-04 14:59:43.858096+00,Admin
1672,LT ULTRA,2026-01-04 14:59:43.858096+00,Admin
1673,LTA,2026-01-04 14:59:43.858096+00,Admin
1674,LTK,2026-01-04 14:59:43.858096+00,Admin
1675,LTN,2026-01-04 14:59:43.858096+00,Admin
1676,Lubcon,2026-01-04 14:59:43.858096+00,Admin
1677,LUBE Corp,2026-01-04 14:59:43.858096+00,Admin
1678,lubrix,2026-01-04 14:59:43.858096+00,Admin
1679,LUDECKE,2026-01-04 14:59:43.858096+00,Admin
1680,LUDWIG JAHN,2026-01-04 14:59:43.858096+00,Admin
1681,LUDWIG LEUCHTEN,2026-01-04 14:59:43.858096+00,Admin
1682,Luedecke,2026-01-04 14:59:43.858096+00,Admin
1683,LUKAS,2026-01-04 14:59:43.858096+00,Admin
1684,LUMIMAX,2026-01-04 14:59:43.858096+00,Admin
1685,LUMINA POWER,2026-01-04 14:59:43.858096+00,Admin
1686,LUTRONIK,2026-01-04 14:59:43.858096+00,Admin
1687,Lutz,2026-01-04 14:59:43.858096+00,Admin
1688,Lutz Kracht LUKRA Pumpen,2026-01-04 14:59:43.858096+00,Admin
1689,LUTZE,2026-01-04 14:59:43.858096+00,Admin
1690,M&C,2026-01-04 14:59:43.858096+00,Admin
1691,M&M,2026-01-04 14:59:43.858096+00,Admin
1692,M+S,2026-01-04 14:59:43.858096+00,Admin
1693,M+W,2026-01-04 14:59:43.858096+00,Admin
1694,M.D. Micro Detectors S.p.A.,2026-01-04 14:59:43.858096+00,Admin
1695,Maag,2026-01-04 14:59:43.858096+00,Admin
1696,MAC,2026-01-04 14:59:43.858096+00,Admin
1697,MACGREGOR,2026-01-04 14:59:43.858096+00,Admin
1698,MADAS,2026-01-04 14:59:43.858096+00,Admin
1699,MADER,2026-01-04 14:59:43.858096+00,Admin
1700,MAE,2026-01-04 14:59:43.858096+00,Admin
1701,MAEDER,2026-01-04 14:59:43.858096+00,Admin
1702,MAEDLER,2026-01-04 14:59:43.858096+00,Admin
1703,MAFA,2026-01-04 14:59:43.858096+00,Admin
1704,MAFU,2026-01-04 14:59:43.858096+00,Admin
1705,mag,2026-01-04 14:59:43.858096+00,Admin
1706,Magnaflux,2026-01-04 14:59:43.858096+00,Admin
1707,MAGNET-PHYSIK,2026-01-04 14:59:43.858096+00,Admin
1708,Magnet-Schultz,2026-01-04 14:59:43.858096+00,Admin
1709,Magnetic,2026-01-04 14:59:43.858096+00,Admin
1710,Magnetrol,2026-01-04 14:59:43.858096+00,Admin
1711,MAGNETWORKS,2026-01-04 14:59:43.858096+00,Admin
1712,MAGPOWR,2026-01-04 14:59:43.858096+00,Admin
1713,Magtrol,2026-01-04 14:59:43.858096+00,Admin
1714,Mahle,2026-01-04 14:59:43.858096+00,Admin
1715,Mahr,2026-01-04 14:59:43.858096+00,Admin
1716,Mahr Metering,2026-01-04 14:59:43.858096+00,Admin
1717,Maico,2026-01-04 14:59:43.858096+00,Admin
1718,Maier,2026-01-04 14:59:43.858096+00,Admin
1719,Maile,2026-01-04 14:59:43.858096+00,Admin
1720,Maillefer,2026-01-04 14:59:43.858096+00,Admin
1721,MAINA,2026-01-04 14:59:43.858096+00,Admin
1722,Makita Corporation,2026-01-04 14:59:43.858096+00,Admin
1723,maku,2026-01-04 14:59:43.858096+00,Admin
1724,MANN FILTER,2026-01-04 14:59:43.858096+00,Admin
1725,MANN+HUMMEL,2026-01-04 14:59:43.858096+00,Admin
1726,MANNER,2026-01-04 14:59:43.858096+00,Admin
1727,mannesmann-demag,2026-01-04 14:59:43.858096+00,Admin
1728,MANSON,2026-01-04 14:59:43.858096+00,Admin
1729,Mapro,2026-01-04 14:59:43.858096+00,Admin
1730,Marathon (UPC),2026-01-04 14:59:43.858096+00,Admin
1731,March May,2026-01-04 14:59:43.858096+00,Admin
1732,MAREK,2026-01-04 14:59:43.858096+00,Admin
1733,marinersystems,2026-01-04 14:59:43.858096+00,Admin
1734,MARIO COTTA,2026-01-04 14:59:43.858096+00,Admin
1735,MARKATOR,2026-01-04 14:59:43.858096+00,Admin
1736,MARL,2026-01-04 14:59:43.858096+00,Admin
1737,MAROS,2026-01-04 14:59:43.858096+00,Admin
1738,marposs,2026-01-04 14:59:43.858096+00,Admin
1739,Marquardt,2026-01-04 14:59:43.858096+00,Admin
1740,Marsh Bellofram,2026-01-04 14:59:43.858096+00,Admin
1741,Martens,2026-01-04 14:59:43.858096+00,Admin
1742,MARTIN,2026-01-04 14:59:43.858096+00,Admin
1743,Martin Walter,2026-01-04 14:59:43.858096+00,Admin
1744,Martinena,2026-01-04 14:59:43.858096+00,Admin
1745,Marzocchi,2026-01-04 14:59:43.858096+00,Admin
1746,marzorati,2026-01-04 14:59:43.858096+00,Admin
1747,Marzzochi,2026-01-04 14:59:43.858096+00,Admin
1748,MAS,2026-01-04 14:59:43.858096+00,Admin
1749,Masoneilan,2026-01-04 14:59:43.858096+00,Admin
1750,MASTERWATT,2026-01-04 14:59:43.858096+00,Admin
1751,Matzek,2026-01-04 14:59:43.858096+00,Admin
1752,Maurer,2026-01-04 14:59:43.858096+00,Admin
1753,MAV,2026-01-04 14:59:43.858096+00,Admin
1754,MAVIB,2026-01-04 14:59:43.858096+00,Admin
1755,Mawomatic,2026-01-04 14:59:43.858096+00,Admin
1756,MAX-AIR,2026-01-04 14:59:43.858096+00,Admin
1757,MAXCESS,2026-01-04 14:59:43.858096+00,Admin
1758,Maximator,2026-01-04 14:59:43.858096+00,Admin
1759,Maxitrol,2026-01-04 14:59:43.858096+00,Admin
1760,maxon,2026-01-04 14:59:43.858096+00,Admin
1761,maxos,2026-01-04 14:59:43.858096+00,Admin
1762,Mayr,2026-01-04 14:59:43.858096+00,Admin
1763,Mayser,2026-01-04 14:59:43.858096+00,Admin
1764,Mazurczak,2026-01-04 14:59:43.858096+00,Admin
1765,Mazzei,2026-01-04 14:59:43.858096+00,Admin
1766,Mazzoni,2026-01-04 14:59:43.858096+00,Admin
1767,MB,2026-01-04 14:59:43.858096+00,Admin
1768,MBA,2026-01-04 14:59:43.858096+00,Admin
1769,MBS,2026-01-04 14:59:43.858096+00,Admin
1770,MC,2026-01-04 14:59:43.858096+00,Admin
1771,MC Technologies,2026-01-04 14:59:43.858096+00,Admin
1772,MC-Monitoring,2026-01-04 14:59:43.858096+00,Admin
1773,MD,2026-01-04 14:59:43.858096+00,Admin
1774,mdexx,2026-01-04 14:59:43.858096+00,Admin
1775,MDrive,2026-01-04 14:59:43.858096+00,Admin
1776,ME-Messsysteme,2026-01-04 14:59:43.858096+00,Admin
1777,Mean Well,2026-01-04 14:59:43.858096+00,Admin
1778,Mebra Plastik,2026-01-04 14:59:43.858096+00,Admin
1779,MEC,2026-01-04 14:59:43.858096+00,Admin
1780,Mec Fluid 2,2026-01-04 14:59:43.858096+00,Admin
1781,MECAFRANCE,2026-01-04 14:59:43.858096+00,Admin
1782,Meccanica,2026-01-04 14:59:43.858096+00,Admin
1783,Mechanical Seal,2026-01-04 14:59:43.858096+00,Admin
1784,MecMove,2026-01-04 14:59:43.858096+00,Admin
1785,Mecon,2026-01-04 14:59:43.858096+00,Admin
1786,MecVel,2026-01-04 14:59:43.858096+00,Admin
1787,MEDI Kabel,2026-01-04 14:59:43.858096+00,Admin
1788,Megatron,2026-01-04 14:59:43.858096+00,Admin
1789,MegAuto,2026-01-04 14:59:43.858096+00,Admin
1790,Meggatron,2026-01-04 14:59:43.858096+00,Admin
1791,Meinberg,2026-01-04 14:59:43.858096+00,Admin
1792,Meister,2026-01-04 14:59:43.858096+00,Admin
1793,MELER,2026-01-04 14:59:43.858096+00,Admin
1794,Meltmann,2026-01-04 14:59:43.858096+00,Admin
1795,memmert,2026-01-04 14:59:43.858096+00,Admin
1796,MENCOM,2026-01-04 14:59:43.858096+00,Admin
1797,Mennicken,2026-01-04 14:59:43.858096+00,Admin
1798,MENZEL,2026-01-04 14:59:43.858096+00,Admin
1799,MERCOTAC,2026-01-04 14:59:43.858096+00,Admin
1800,MERKEL,2026-01-04 14:59:43.858096+00,Admin
1801,merkle,2026-01-04 14:59:43.858096+00,Admin
1802,MEROBEL,2026-01-04 14:59:43.858096+00,Admin
1803,MERSEN,2026-01-04 14:59:43.858096+00,Admin
1804,Merten,2026-01-04 14:59:43.858096+00,Admin
1805,MERZ,2026-01-04 14:59:43.858096+00,Admin
1806,MESA,2026-01-04 14:59:43.858096+00,Admin
1807,Messcomp Datentechnik GmbH,2026-01-04 14:59:43.858096+00,Admin
1808,Messda,2026-01-04 14:59:43.858096+00,Admin
1809,Messer Cutting Systems,2026-01-04 14:59:43.858096+00,Admin
1810,MESSKO,2026-01-04 14:59:43.858096+00,Admin
1811,MESSOTRON,2026-01-04 14:59:43.858096+00,Admin
1812,MESUTRONIC,2026-01-04 14:59:43.858096+00,Admin
1813,METAGLAS,2026-01-04 14:59:43.858096+00,Admin
1814,METAL WORK,2026-01-04 14:59:43.858096+00,Admin
1815,Metallux,2026-01-04 14:59:43.858096+00,Admin
1816,Metalrota,2026-01-04 14:59:43.858096+00,Admin
1817,Metalwork,2026-01-04 14:59:43.858096+00,Admin
1818,Metenova,2026-01-04 14:59:43.858096+00,Admin
1819,Meth,2026-01-04 14:59:43.858096+00,Admin
1820,Metkon,2026-01-04 14:59:43.858096+00,Admin
1821,Metool,2026-01-04 14:59:43.858096+00,Admin
1822,Metrofunk,2026-01-04 14:59:43.858096+00,Admin
1823,METROHM,2026-01-04 14:59:43.858096+00,Admin
1824,METROTEC,2026-01-04 14:59:43.858096+00,Admin
1825,Mettler Toledo,2026-01-04 14:59:43.858096+00,Admin
1826,METZ CONNECT,2026-01-04 14:59:43.858096+00,Admin
